iter	Passed	Remaining
471	725	811
472	727	810
473	729	809
474	730	807
475	732	806
476	733	804
477	734	802
478	736	800
479	737	799
480	739	797
481	740	795
482	741	794
483	743	792
484	745	791
485	746	789
486	747	787
487	749	785
488	750	784
489	751	782
490	753	780
491	754	779
492	756	777
493	757	775
494	759	774
495	761	773
496	762	772
497	764	770
498	767	770
499	769	769
500	770	767
501	772	766
502	775	766
503	777	764
504	778	763
505	780	761
506	782	760
507	783	758
508	785	757
509	786	756
510	788	754
511	790	753
512	792	752
513	793	750
514	795	748
515	796	746
516	797	745
517	799	743
518	800	741
519	801	740
520	803	738
521	804	736
522	806	735
523	807	733
524	809	732
525	811	730
526	812	729
527	813	727
528	815	725
529	816	724
530	817	722
531	819	720
532	820	718
533	821	717
534	823	715
535	825	714
536	827	713
537	828	711
538	829	709
539	831	707
540	832	706
541	834	704
542	835	703
543	837	701
544	838	700
545	840	698
546	842	697
547	843	696
548	845	694
549	847	693
550	849	692
551	850	690
552	852	689
553	854	687
554	855	686
555	857	684
556	859	683
557	860	681
558	862	680
559	863	678
560	865	677
561	867	675
562	868	674
563	870	672
564	871	671
565	873	669
566	875	668
567	876	666
568	878	665
569	880	663
570	881	662
571	883	660
572	884	659
573	886	658
574	888	656
575	890	655
576	891	653
577	893	652
578	895	650
579	896	649
580	899	648
581	901	647
582	903	646
583	905	645
584	907	643
585	909	642
586	910	640
587	912	639
588	913	637
589	915	636
590	916	634
591	918	632
592	920	631
593	922	630
594	923	628
595	925	627
596	927	625
597	928	624
598	930	622
599	931	621
600	933	619
601	935	618
602	936	616
603	938	615
604	940	613
605	941	612
606	943	610
607	944	609
608	946	607
609	947	606
610	949	604
611	951	603
612	952	601
613	954	600
614	956	598
615	957	596
616	958	595
617	960	593
618	961	591
619	962	590
620	964	588
621	965	587
622	967	585
623	968	583
624	970	582
625	972	580
626	973	579
627	975	577
628	977	576
629	978	574
630	979	573
631	981	571
632	982	569
633	983	567
634	985	566
635	986	564
636	988	563
637	989	561
638	991	560
639	993	558
640	994	556
641	995	555
642	999	555
643	1001	553
644	1002	552
645	1004	550
646	1006	548
647	1007	547
648	1010	546
649	1012	545
650	1013	543
651	1014	541
652	1016	540
653	1017	538
654	1019	537
655	1022	536
656	1023	534
657	1025	532
658	1026	531
659	1027	529
660	1029	527
661	1030	526
662	1031	524
663	1033	523
664	1035	521
665	1036	519
666	1037	518
667	1039	516
668	1041	515
669	1042	513
670	1044	511
671	1045	510
672	1046	508
673	1048	507
674	1050	505
675	1052	504
676	1053	502
677	1055	501
678	1056	499
679	1057	497
680	1059	496
681	1060	494
682	1062	493
683	1063	491
684	1065	490
685	1067	488
686	1069	487
687	1070	485
688	1072	484
689	1073	482
690	1075	480
691	1076	479
692	1077	477
693	1079	475
694	1082	474
695	1083	473
696	1084	471
697	1086	469
698	1087	468
699	1088	466
700	1090	464
701	1091	463
702	1093	461
703	1094	460
704	1096	458
705	1098	457
706	1099	455
707	1101	454
708	1102	452
709	1104	451
710	1105	449
711	1107	447
712	1108	446
713	1109	444
714	1111	442
715	1112	441
716	1115	440
717	1116	438
718	1118	436
719	1119	435
720	1120	433
721	1122	432
722	1123	430
723	1125	428
724	1126	427
725	1127	425
726	1129	424
727	1132	423
728	1134	421
729	1135	419
730	1136	418
731	1138	416
732	1139	415
733	1141	413
734	1142	411
735	1143	410
736	1146	409
737	1148	407
738	1150	406
739	1152	404
740	1153	403
741	1155	401
742	1157	400
743	1158	398
744	1160	397
745	1162	395
746	1163	394
747	1165	392
748	1166	391
749	1168	389
750	1169	387
751	1171	386
752	1172	384
753	1173	382
754	1175	381
755	1176	379
756	1178	378
757	1179	376
758	1181	375
759	1182	373
760	1183	371
761	1184	370
762	1186	368
763	1187	366
764	1189	365
765	1190	363
766	1192	362
767	1194	360
768	1196	359
769	1198	357
770	1199	356
771	1201	354
772	1202	353
773	1204	351
774	1205	350
775	1207	348
776	1208	346
777	1210	345
778	1212	344
779	1214	342
780	1215	340
781	1217	339
782	1218	337
783	1219	336
784	1221	334
785	1222	332
786	1224	331
787	1227	330
788	1229	328
789	1230	327
790	1231	325
791	1233	323
792	1234	322
793	1236	320
794	1237	319
795	1239	317
796	1240	315
797	1243	314
798	1244	313
799	1246	311
800	1247	309
801	1249	308
802	1250	306
803	1252	305
804	1253	303
805	1255	302
806	1256	300
807	1258	299
808	1260	297
809	1262	296
810	1264	294
811	1266	293
812	1267	291
813	1269	290
814	1270	288
815	1272	286
816	1274	285
817	1275	283
818	1277	282
819	1278	280
820	1280	279
821	1281	277
822	1283	275
823	1284	274
824	1285	272
825	1287	271
826	1288	269
827	1291	268
828	1293	266
829	1294	265
830	1296	263
831	1297	262
832	1298	260
833	1300	258
834	1301	257
835	1303	255
836	1304	254
837	1306	252
838	1308	251
839	1310	249
840	1311	247
841	1313	246
842	1314	244
843	1316	243
844	1317	241
845	1318	240
846	1320	238
847	1322	237
848	1324	235
849	1326	234
850	1327	232
851	1328	230
852	1330	229
853	1331	227
854	1333	226
855	1334	224
856	1335	222
857	1337	221
858	1339	219
859	1340	218
860	1342	216
861	1343	215
862	1345	213
863	1347	212
864	1348	210
865	1349	208
866	1351	207
867	1352	205
868	1354	204
869	1356	202
870	1357	201
871	1359	199
872	1362	198
873	1363	196
874	1364	194
875	1366	193
876	1367	191
877	1369	190
878	1370	188
879	1372	187
880	1374	185
881	1375	184
882	1376	182
883	1378	180
884	1379	179
885	1381	177
886	1382	176
887	1384	174
888	1385	173
889	1387	171
890	1389	170
891	1391	168
892	1392	166
893	1394	165
894	1395	163
895	1397	162
896	1398	160
897	1400	159
898	1401	157
899	1403	155
900	1405	154
901	1407	152
902	1408	151
903	1410	149
904	1411	148
905	1413	146
906	1414	145
907	1415	143
908	1417	141
909	1419	140
910	1420	138
911	1422	137
912	1424	135
913	1425	134
914	1426	132
915	1428	130
916	1429	129
917	1431	127
918	1432	126
919	1434	124
920	1436	123
921	1437	121
922	1439	120
923	1441	118
924	1443	117
925	1445	115
926	1447	113
927	1448	112
928	1450	110
929	1451	109
930	1453	107
931	1455	106
932	1456	104
933	1458	103
934	1460	101
935	1461	99
936	1462	98
937	1464	96
938	1465	95
939	1467	93
940	1469	92
941	1470	90
942	1472	88
943	1473	87
944	1475	85
945	1476	84
946	1478	82
947	1479	81
948	1481	79
949	1482	78
950	1484	76
951	1486	74
952	1488	73
953	1489	71
954	1490	70
955	1492	68
956	1493	67
957	1494	65
958	1496	63
959	1498	62
960	1499	60
961	1502	59
962	1503	57
963	1505	56
964	1506	54
965	1508	53
966	1509	51
967	1511	49
968	1513	48
969	1514	46
970	1516	45
971	1518	43
972	1519	42
973	1521	40
974	1522	39
975	1524	37
976	1525	35
977	1527	34
978	1528	32
979	1530	31
980	1532	29
981	1534	28
982	1535	26
983	1537	24
984	1538	23
985	1540	21
986	1541	20
987	1542	18
988	1544	17
989	1545	15
990	1547	14
991	1549	12
992	1551	10
993	1552	9
994	1554	7
995	1556	6
996	1557	4
997	1559	3
998	1560	1
999	1561	0
