iter	RMSE
240	42.55977803
241	42.54160711
242	42.51559852
243	42.50471257
244	42.46280549
245	42.43840328
246	42.40269039
247	42.38979076
248	42.35405087
249	42.32489779
250	42.30399226
251	42.28516764
252	42.25584494
253	42.21745538
254	42.16677997
255	42.14754046
256	42.10976335
257	42.07814109
258	42.04968716
259	42.03658705
260	42.00738847
261	41.99609658
262	41.97069211
263	41.94467911
264	41.90381851
265	41.88136547
266	41.86385226
267	41.8469143
268	41.8287968
269	41.81185695
270	41.78087824
271	41.75944777
272	41.74450185
273	41.72883457
274	41.69764847
275	41.68552322
276	41.65582699
277	41.62779201
278	41.60544594
279	41.59059811
280	41.55297886
281	41.52871586
282	41.51622929
283	41.46792929
284	41.44642643
285	41.39842667
286	41.38665314
287	41.35207869
288	41.33353064
289	41.32189145
290	41.30588037
291	41.27758264
292	41.26043901
293	41.23785855
294	41.20569214
295	41.17220575
296	41.15000853
297	41.13343253
298	41.09715301
299	41.08622308
300	41.05135884
301	41.03184505
302	41.02041955
303	40.98006484
304	40.95398355
305	40.93753576
306	40.92017963
307	40.88756099
308	40.87195851
309	40.83439013
310	40.82057277
311	40.79668782
312	40.75324787
313	40.72768943
314	40.70833389
315	40.69861041
316	40.66435536
317	40.63611355
318	40.62226751
319	40.6070924
320	40.57957061
321	40.55419453
322	40.52929608
323	40.50524025
324	40.4760363
325	40.43951486
326	40.41372269
327	40.38599609
328	40.3745605
329	40.34549433
330	40.33336724
331	40.30563283
332	40.28493343
333	40.27075813
334	40.24839385
335	40.23675636
336	40.20982193
337	40.18325424
338	40.16689286
339	40.13225658
340	40.11718675
341	40.10015151
342	40.08226081
343	40.0669187
344	40.03774291
345	40.02383397
346	40.00540352
347	39.98778457
348	39.97040261
349	39.93617973
350	39.92363973
351	39.91300278
352	39.88179534
353	39.86401957
354	39.85116266
355	39.84008346
356	39.8147137
357	39.79863369
358	39.76340201
359	39.73149294
360	39.70057453
361	39.6839226
362	39.66364679
363	39.63559655
364	39.62109297
365	39.60488945
366	39.58823693
367	39.57249346
368	39.54150372
369	39.50958227
370	39.48005745
371	39.46754943
372	39.44331298
373	39.41806097
374	39.39962904
375	39.3748963
376	39.36311495
377	39.34576622
378	39.32416917
379	39.30614069
380	39.28848923
381	39.27296966
382	39.24361174
383	39.23042831
384	39.21116929
385	39.17730148
386	39.14917344
387	39.1213323
388	39.1146831
389	39.10141412
390	39.08155229
391	39.0705955
392	39.06244592
393	39.04320527
394	39.03125653
395	39.01870479
396	38.99834392
397	38.9499311
398	38.93092049
399	38.91781939
400	38.88852005
401	38.86293868
402	38.82067099
403	38.80151055
404	38.7870519
405	38.76940193
406	38.74081522
407	38.73516167
408	38.72557104
409	38.70692581
410	38.68882853
411	38.67527171
412	38.64833383
413	38.6376857
414	38.613282
415	38.60114298
416	38.56625326
417	38.54963064
418	38.53513121
419	38.51126007
420	38.48700949
421	38.47218722
422	38.44629544
423	38.41836606
424	38.40736232
425	38.39392233
426	38.36934047
427	38.35987803
428	38.34996788
429	38.33008349
430	38.29572999
431	38.27915468
432	38.25347601
433	38.22578093
434	38.21880338
435	38.20362622
436	38.18782351
437	38.1650613
438	38.15546453
439	38.13567778
440	38.11876746
441	38.1001527
442	38.07904111
443	38.06592483
444	38.04137707
445	38.0260226
446	38.0027878
447	37.98691853
448	37.95983413
449	37.93927542
450	37.92064497
451	37.90840186
452	37.8888377
453	37.86222458
454	37.83566384
455	37.82753337
456	37.81155814
457	37.79514373
458	37.78035553
459	37.75984063
460	37.74596732
461	37.72576505
462	37.70758406
463	37.66722212
464	37.65825109
465	37.63505222
466	37.61627333
467	37.59135943
468	37.57375626
469	37.55607245
470	37.54358162
471	37.52675269
472	37.50609197
473	37.49270496
474	37.47767043
475	37.45548673
476	37.43763538
477	37.41988574
478	37.40387049
479	37.38736635
480	37.37244135
481	37.36426719
482	37.33823935
483	37.33086553
484	37.3107064
485	37.29743513
486	37.28972647
487	37.26979502
488	37.26087258
489	37.2483112
490	37.23842888
491	37.2207323
492	37.20393035
493	37.18440065
494	37.16710979
495	37.15217271
496	37.14640207
497	37.12620548
498	37.1016484
499	37.08675733
500	37.0712446
501	37.05486008
502	37.04153583
503	37.01382726
504	37.00354204
505	36.9964737
506	36.97580326
507	36.97023892
508	36.93853612
509	36.92116403
510	36.910064
511	36.9027608
512	36.89122304
513	36.86702883
514	36.85869098
515	36.84845603
516	36.84072547
517	36.81249462
518	36.79884293
519	36.79164147
520	36.77696966
521	36.76859429
522	36.74987356
523	36.73781234
524	36.71434441
525	36.70160213
526	36.68776492
527	36.67128657
528	36.65190294
529	36.64177505
530	36.62426164
531	36.61213808
532	36.59660451
533	36.57745505
534	36.56447769
535	36.53765255
536	36.52368991
537	36.50835437
538	36.49002952
539	36.47085137
540	36.46086729
541	36.45372701
542	36.44356914
543	36.43765036
544	36.42614225
545	36.42193887
546	36.40801035
547	36.39000589
548	36.37256566
549	36.34645089
550	36.34141343
551	36.33090113
552	36.31615872
553	36.29186815
554	36.28117989
555	36.26969498
556	36.24544723
557	36.23663552
558	36.21740728
559	36.18696774
560	36.16113001
561	36.1474787
562	36.1352045
563	36.11464782
564	36.1078821
565	36.09134393
566	36.07232795
567	36.06650266
568	36.05457961
569	36.04120835
570	36.02489895
571	36.00792454
572	35.99671275
573	35.97619126
574	35.94357681
575	35.93248625
576	35.91692697
577	35.90864222
578	35.89538882
579	35.86744133
580	35.85214731
581	35.82623065
582	35.81474093
583	35.79815154
584	35.77488571
585	35.75095312
586	35.73816357
587	35.72745107
588	35.70805814
589	35.68541708
590	35.66893085
591	35.65669017
592	35.63525926
593	35.61589754
594	35.60397153
595	35.58811215
596	35.56695832
597	35.55489808
598	35.54239224
599	35.52470726
600	35.50753441
601	35.4931472
602	35.4737434
603	35.4656204
604	35.4540083
605	35.44087974
606	35.42219375
607	35.41315419
608	35.39849155
609	35.38773718
610	35.38221001
611	35.35708931
612	35.34040533
613	35.3330966
614	35.31682744
615	35.30432439
616	35.27588399
617	35.26993946
618	35.26001861
619	35.24686294
620	35.22970558
621	35.21117228
622	35.19705291
623	35.17763557
624	35.15842064
625	35.13968252
626	35.13378232
627	35.11799137
628	35.10345461
629	35.09460699
630	35.08407483
631	35.06432509
632	35.04775633
633	35.02919564
634	35.01115596
635	34.98606676
636	34.96652168
637	34.95441564
638	34.94511808
639	34.92688759
640	34.91224246
641	34.89706764
642	34.88639518
643	34.87155802
644	34.86069461
645	34.83876908
646	34.83358472
647	34.81537773
648	34.80586509
649	34.78404811
650	34.77543895
651	34.75971768
652	34.75085787
653	34.73383503
654	34.72069635
655	34.70710606
656	34.69062158
657	34.68643587
658	34.67416742
659	34.65775133
660	34.63945644
661	34.62901838
662	34.60715841
663	34.59207908
664	34.58061145
665	34.56770817
666	34.56016394
667	34.53399598
668	34.52855016
669	34.50779834
670	34.50427252
671	34.48929548
672	34.47387415
673	34.45730089
674	34.44045061
675	34.42259378
676	34.41255719
677	34.40300283
678	34.38996181
679	34.37770677
680	34.37160451
681	34.35794309
682	34.34206687
683	34.33622791
684	34.32196635
685	34.29646565
686	34.28448819
687	34.27270009
688	34.26734464
689	34.26001852
690	34.23976151
691	34.22282231
692	34.21080107
693	34.1991386
694	34.18511577
695	34.17146482
696	34.14510676
697	34.13310156
698	34.12300594
699	34.1099488
700	34.10310701
701	34.09530704
702	34.06230156
703	34.04645571
704	34.03492749
705	34.01900332
706	34.01129013
707	33.9924724
708	33.97625693
709	33.96108519
710	33.95446526
711	33.94987544
712	33.93122186
713	33.91170176
714	33.8980591
715	33.88428551
716	33.86945763
717	33.85146637
718	33.84770033
719	33.84058803
720	33.83259366
721	33.82618969
722	33.81412431
723	33.81002753
724	33.80214096
725	33.79729599
726	33.78205318
727	33.77233086
728	33.76788875
729	33.74623738
730	33.72716178
731	33.72312912
732	33.71359268
733	33.70299075
734	33.67871715
735	33.66282063
736	33.64331425
737	33.63212147
738	33.61670668
739	33.59830048
740	33.58511079
741	33.56990911
742	33.54036158
743	33.52277711
744	33.52005944
745	33.51074484
746	33.50183375
747	33.4977922
748	33.49435212
749	33.48160586
750	33.47099941
751	33.459205
752	33.45432307
753	33.43898457
754	33.41871956
755	33.3990777
756	33.38937732
757	33.37820909
758	33.3676706
759	33.36511691
760	33.35199326
761	33.3408453
762	33.33073104
763	33.31744716
764	33.30651678
765	33.29048567
766	33.2799086
767	33.26850664
768	33.26236074
769	33.25842254
770	33.24528606
771	33.23084555
772	33.21744079
773	33.19888637
774	33.17838061
775	33.1654241
776	33.14346627
777	33.12939036
778	33.12577609
779	33.1130283
780	33.10061514
781	33.09170796
782	33.07820533
783	33.07128675
784	33.06067765
785	33.05025327
786	33.0296351
787	33.01898128
788	33.00842491
789	33.00460189
790	32.99021872
791	32.97114687
792	32.96296004
793	32.95793866
794	32.95058866
795	32.93955422
796	32.92186498
797	32.90408317
798	32.88311579
799	32.86785645
800	32.85693539
801	32.8398239
802	32.82480708
803	32.81044763
804	32.79248667
805	32.7829305
806	32.77065074
807	32.75917251
808	32.74844576
809	32.73294329
810	32.72088212
811	32.71379162
812	32.69569553
813	32.68356697
814	32.664527
815	32.65937412
816	32.65013803
817	32.64297924
818	32.63341249
819	32.61648093
820	32.59843807
821	32.59039547
822	32.57746627
823	32.55972637
824	32.54913037
825	32.53720575
826	32.52522247
827	32.51215991
828	32.50786931
829	32.49548054
830	32.47718862
831	32.46813286
832	32.46207632
833	32.45164621
834	32.44771269
835	32.43996403
836	32.43306126
837	32.42011665
838	32.40845123
839	32.38503516
840	32.36660896
841	32.3620523
842	32.34588422
843	32.32356043
844	32.31174299
845	32.30403801
846	32.29188037
847	32.2700476
848	32.25503619
849	32.23822224
850	32.23190934
851	32.22594196
852	32.21742727
853	32.20787619
854	32.19674122
855	32.18289971
856	32.17961366
857	32.15944278
858	32.14500708
859	32.13281763
860	32.12214049
861	32.10605119
862	32.09722508
863	32.08478663
864	32.08009863
865	32.06392998
866	32.04416106
867	32.03098251
868	32.01825602
869	32.00497737
870	31.99595872
871	31.9821284
872	31.97140604
873	31.95543483
874	31.94004116
875	31.92428119
876	31.91161769
877	31.89813607
878	31.89389614
879	31.88196117
880	31.87820251
881	31.86715071
882	31.86172191
883	31.85018123
884	31.83946438
885	31.83434029
886	31.82256538
887	31.81196082
888	31.80369862
889	31.79100535
890	31.78482265
891	31.7722981
892	31.76140602
893	31.75725772
894	31.75484928
895	31.74582111
896	31.73853177
897	31.72212915
898	31.7105939
899	31.69246181
900	31.6797393
901	31.66522508
902	31.65739957
903	31.65000451
904	31.63663905
905	31.62895407
906	31.61728347
907	31.60267677
908	31.58740876
909	31.57218926
910	31.56048777
911	31.54728019
912	31.53438142
913	31.51665427
914	31.5111649
915	31.50406552
916	31.49062777
917	31.48406823
918	31.46424869
919	31.45095444
920	31.43974032
921	31.43194295
922	31.42424518
923	31.41059456
924	31.39939283
925	31.39407114
926	31.38902503
927	31.38461138
928	31.37070048
929	31.36453388
930	31.35675414
931	31.34627976
932	31.3387502
933	31.33034972
934	31.31829451
935	31.30511065
936	31.29838918
937	31.29349543
938	31.28451001
939	31.26454244
940	31.25067699
941	31.24077746
942	31.23414219
943	31.22758459
944	31.21598992
945	31.20821287
946	31.20524608
947	31.18424718
948	31.17265969
949	31.16292021
950	31.14916835
951	31.13912385
952	31.12408163
953	31.11894828
954	31.10745456
955	31.09737136
956	31.08263931
957	31.07014241
958	31.06072038
959	31.04742845
960	31.03635976
961	31.0332959
962	31.01670022
963	31.00964111
964	31.00332954
965	30.99910859
966	30.99011973
967	30.98039749
968	30.96790212
969	30.95674819
970	30.92725336
971	30.9177956
972	30.91266745
973	30.90100756
974	30.88846552
975	30.87863776
976	30.86589806
977	30.85289053
978	30.84789182
979	30.83725197
980	30.82691577
981	30.82020006
982	30.81524291
983	30.80625821
984	30.79923205
985	30.79237988
986	30.78191204
987	30.77694553
988	30.76782555
989	30.75356121
990	30.74466313
991	30.73224475
992	30.72131303
993	30.70651161
994	30.68985605
995	30.67836771
996	30.66404724
997	30.65235837
998	30.64170303
999	30.62967032
